Video,Arena,Sequence,Individual,Group,REP,Beginning_seq,End_seq,Prop_time_lost,Smoothing_filter_window,Smoothing_Polyorder,Moving_threshold,Prop_time_moving,Average_Speed,Average_Speed_Moving,Traveled_Dist,Meander,Traveled_Dist_Moving,Meander_moving,Exploration_absolute_value,Exploration_relative_value,Exploration_method,Exploration_area,Exploration_aspect_param,Mean_nb_neighbours,Prop_time_with_at_least_one_neighbour,Mean_shortest_interind_distance,Mean_sum_interind_distances
REP_5.avi,0,4_min,CTR_5,CTR,5,179.99,240,0.329689298,15,2,0.28,0.2416520211,1.815878754,7.300134548,71.39052103,59368.44846,69.35455678,487.058934,11.63639865,0.2075113545,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,0,5_min,CTR_5,CTR,5,240,298.97,0.3354800937,15,2,0.28,0.1618444846,0.6482315917,3.663064327,24.76833208,102203.0177,22.6521286,847.734079,3.212827502,0.057294203,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,1,General,IMI_5,IMI,5,0,299.97,0.00356978351,15,2,0.28,0.6525109928,1.592713731,2.394321102,475.5141321,13447.06702,466.4401538,383.5268097,45.61323375,0.8134186701,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,1,1_min,IMI_5,IMI,5,0,59.97,0.01554404145,15,2,0.28,0.9800352319,3.521549527,3.589615728,207.1857543,436.5348827,206.9739739,210.6887929,38.56284681,0.6876894485,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,1,2_min,IMI_5,IMI,5,59.97,119.98,0.002301495972,15,2,0.28,0.9947976879,3.158936011,3.174476477,188.7984281,165.022081,188.7402065,116.2991725,37.9236251,0.6762902376,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,1,3_min,IMI_5,IMI,5,119.98,179.99,0,15,2,0.28,0.5667433832,0.6448628539,1.040323364,38.71939612,7781.028195,35.40104035,630.9598919,14.41118931,0.2569940668,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,1,4_min,IMI_5,IMI,5,179.99,240,0,15,2,0.28,0.3377445339,0.3032539902,0.7676508898,18.20823032,38530.31712,15.56730022,783.1475797,1.142462512,0.02037348068,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,1,5_min,IMI_5,IMI,5,240,298.97,0,15,2,0.28,0.3817330211,0.3652242846,0.8304611472,21.55057963,20226.26162,18.70588917,807.8788161,1.692516414,0.03018256626,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,2,General,DEL_5,DEL,5,0,299.97,0,15,2,0.28,0.9845675458,2.931944478,2.975160293,879.5023113,426.1772451,878.6929228,198.8243297,42.66512317,0.7522920454,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,2,1_min,DEL_5,DEL,5,0,59.97,0,15,2,0.28,0.9873271889,2.874006223,2.908539578,172.3649141,472.8491582,172.2254141,208.9016733,23.63336962,0.4167149806,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,2,2_min,DEL_5,DEL,5,59.97,119.98,0,15,2,0.28,0.9798619102,2.824085668,2.878145271,169.5661194,375.6124679,169.3319076,184.0060505,18.99608643,0.3349481649,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,2,3_min,DEL_5,DEL,5,119.98,179.99,0,15,2,0.28,0.9833141542,3.086181727,3.135614118,185.3031107,440.8120721,185.129708,167.0203934,26.00913435,0.458605611,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,2,4_min,DEL_5,DEL,5,179.99,240,0,15,2,0.28,0.9896432681,2.925677669,2.954486615,175.6659915,351.612599,175.558522,210.6952216,30.86877977,0.5442932246,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,2,5_min,DEL_5,DEL,5,240,298.97,0,15,2,0.28,0.9824355972,2.940028737,2.989921402,173.4805874,488.8703584,173.3257829,218.0378033,29.69009283,0.5235100477,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,3,General,COM_5,COM,5,0,299.97,0,15,2,0.28,0.8645629391,1.331289486,1.514221086,399.3500522,1958.741865,392.7056483,391.7305445,42.63224254,0.7690018798,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,3,1_min,COM_5,COM,5,0,59.97,0,15,2,0.28,0.7713133641,0.9928687297,1.243980076,59.54605523,3026.102587,57.54471504,355.3961039,19.32099162,0.3485127215,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,3,2_min,COM_5,COM,5,59.97,119.98,0,15,2,0.28,0.8722669735,1.157750901,1.300177063,69.51465025,1211.398906,68.09467378,390.5830524,22.14761106,0.3994993818,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,3,3_min,COM_5,COM,5,119.98,179.99,0,15,2,0.28,0.9027617952,1.550927649,1.699320631,93.12209819,1240.357726,92.11062219,315.3379419,23.48958654,0.4237059823,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,3,4_min,COM_5,COM,5,179.99,240,0,15,2,0.28,0.913693901,2.140462948,2.326339516,128.5194709,1457.492605,127.6247893,310.7560785,33.66474778,0.607245896,Modern,0.2,NA,NA,NA,NA,NA
REP_5.avi,3,5_min,COM_5,COM,5,240,298.97,0,15,2,0.28,0.8606557377,0.8013067013,0.9051102045,47.28224438,2890.103697,45.96531475,584.6959793,4.961073794,0.08948802236,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,0,General,CTR_6,CTR,6,0,299.97,0,15,2,0.28,0.9939275894,5.136701968,5.166966458,1540.869356,225.0319164,1540.535951,143.3687763,54.20455184,0.9047636766,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,0,1_min,CTR_6,CTR,6,0,59.97,0,15,2,0.28,0.9891117479,3.578101166,3.615355116,214.5926084,342.4014419,214.4660067,176.6313294,32.44704993,0.5415949619,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,0,2_min,CTR_6,CTR,6,59.97,119.98,0,15,2,0.28,0.9868345736,5.268648102,5.336588892,316.3434229,300.0959356,316.2042635,139.3565805,37.72244024,0.6296499567,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,0,3_min,CTR_6,CTR,6,119.98,179.99,0,15,2,0.28,0.9988551803,5.904082885,5.910672904,354.4965906,124.4490885,354.4859849,104.6642118,39.35811217,0.6569520284,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,0,4_min,CTR_6,CTR,6,179.99,240,0,15,2,0.28,0.9971379508,5.290442852,5.305139532,317.6520368,201.4649994,317.6228026,158.2534809,29.71962967,0.496069804,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,0,5_min,CTR_6,CTR,6,240,298.98,0,15,2,0.28,0.9976703553,5.640687791,5.653387012,332.8657182,158.8175004,332.8379142,140.0747839,41.07124864,0.6855471112,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,1,General,DEL_6,DEL,6,0,299.97,0,15,2,0.28,0.9966773602,4.867206628,4.882842925,1460.028163,140.0001462,1459.85189,94.26994308,51.40969843,0.9167867543,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,1,1_min,DEL_6,DEL,6,0,59.97,0,15,2,0.28,0.9982808023,5.018694646,5.027044151,300.9905883,96.90854586,300.9730173,71.76969452,37.5078802,0.6688762783,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,1,2_min,DEL_6,DEL,6,59.97,119.98,0,15,2,0.28,0.9971379508,5.148614852,5.162841461,309.1363124,159.3829159,309.1033072,114.075296,36.49582561,0.6508283559,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,1,3_min,DEL_6,DEL,6,119.98,179.99,0,15,2,0.28,0.9942759015,4.781541528,4.808148856,287.0962692,171.5060072,287.0413309,101.5001131,34.02309089,0.6067321931,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,1,4_min,DEL_6,DEL,6,179.99,240,0,15,2,0.28,0.9971379508,4.750690728,4.763855534,285.2439064,151.1664487,285.2157115,92.1800768,34.51072733,0.6154281909,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,1,5_min,DEL_6,DEL,6,240,298.98,0,15,2,0.28,0.9965055329,4.62733026,4.642833214,273.0659217,120.7693649,273.0233582,91.25969203,29.07985066,0.5185796206,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,2,General,IMI_6,IMI,6,0,299.97,0,15,2,0.28,0.9877406049,2.658599466,2.68958057,797.5067412,410.7144097,796.9093378,166.7054976,43.29932919,0.7469452109,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,2,1_min,IMI_6,IMI,6,0,59.97,0,15,2,0.28,0.9954154728,3.422725609,3.437688174,205.2741335,221.833628,205.2262977,170.917831,22.1749187,0.3825336243,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,2,2_min,IMI_6,IMI,6,59.97,119.98,0,15,2,0.28,0.9902690326,3.053850554,3.082051214,183.3611808,299.2143888,183.2536637,159.2908816,18.35853661,0.316698232,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,2,3_min,IMI_6,IMI,6,119.98,179.99,0,15,2,0.28,0.9748139668,2.610520938,2.674359007,156.7425103,1050.278995,156.5312548,215.6803485,15.62665796,0.2695713201,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,2,4_min,IMI_6,IMI,6,179.99,240,0,15,2,0.28,0.9942759015,2.125402134,2.13661957,127.6147074,214.3369321,127.5538972,151.7902374,30.83812833,0.5319803494,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,2,5_min,IMI_6,IMI,6,240,298.98,0,15,2,0.28,0.9836924869,2.066285022,2.09761131,121.9346777,270.600518,121.7646929,137.9262164,29.22140455,0.5040906775,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,3,General,COM_6,COM,6,0,299.97,0,15,2,0.28,0.9704399633,2.404662315,2.472743583,721.3325777,849.82868,719.8287788,234.8557814,48.83219154,0.8808367763,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,3,1_min,COM_6,COM,6,0,59.97,0,15,2,0.28,0.9157593123,2.004756119,2.173744483,120.2330021,1908.084827,119.3856091,321.754844,27.72394272,0.5000854469,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,3,2_min,COM_6,COM,6,59.97,119.98,0,15,2,0.28,0.9793932456,2.334710062,2.380242959,140.1821033,958.0544767,139.9709824,260.8917624,25.89878919,0.4671632639,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,3,3_min,COM_6,COM,6,119.98,179.99,0,15,2,0.28,0.9942759015,2.574583505,2.588368432,154.5847327,241.4679913,154.5228199,188.4404896,32.07644623,0.5785960574,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,3,4_min,COM_6,COM,6,179.99,240,0,15,2,0.28,0.9725243274,2.478742892,2.544224804,148.8302115,870.7217457,148.5646804,223.5859452,31.97446056,0.5767564362,Modern,0.2,NA,NA,NA,NA,NA
REP_6.avi,3,5_min,COM_6,COM,6,240,298.98,0,15,2,0.28,0.9900990099,2.636157038,2.660501723,155.5637075,271.9045776,155.4458664,186.1138343,29.91524154,0.5396121717,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,0,General,CTR_7,CTR,7,0,299.98,0,15,2,0.28,0.986171929,4.539647224,4.600597021,1361.78432,268.5170117,1360.984109,167.4138626,50.5018587,0.8615201787,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,0,1_min,CTR_7,CTR,7,0,59.97,0,15,2,0.28,0.9475504323,2.988851973,3.143696716,179.254664,585.6679307,178.6524733,254.9767289,38.2463011,0.6524504445,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,0,2_min,CTR_7,CTR,7,59.97,119.98,0,15,2,0.28,0.9930915371,4.54597817,4.576226993,272.9566899,220.9879026,272.8746781,149.0115394,34.35524097,0.5860721586,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,0,3_min,CTR_7,CTR,7,119.98,179.99,0,15,2,0.28,0.9971214738,5.156872332,5.171149846,309.636947,154.5699202,309.600454,135.7181874,28.86194684,0.4923610781,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,0,4_min,CTR_7,CTR,7,179.99,239.97,0,15,2,0.28,0.9971198157,5.001021423,5.014909604,300.1062322,177.7552479,300.0728862,145.6274969,40.37016677,0.6886818463,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,0,5_min,CTR_7,CTR,7,239.97,298.97,0,15,2,0.28,0.9959016393,5.015670576,5.035525989,296.1307112,204.0601303,296.0845417,155.5152766,21.67780818,0.3698055806,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,1,General,IMI_7,IMI,7,0,299.98,0.02845949994,15,2,0.28,0.8092801904,2.171549416,2.648502823,630.9195907,2519.683615,622.7355318,259.2274318,49.73724477,0.8391582748,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,1,1_min,IMI_7,IMI,7,0,59.97,0.009216589862,15,2,0.28,0.5550378567,0.632217357,1.026626322,37.52349552,5802.612439,33.81986536,495.2807493,12.0744355,0.2037178077,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,1,2_min,IMI_7,IMI,7,59.97,119.98,0,15,2,0.28,0.5751295337,0.6066894006,0.941226944,36.42778834,5012.999687,32.50322227,346.3892536,10.39808075,0.1754346375,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,1,3_min,IMI_7,IMI,7,119.98,179.99,0.03223949338,15,2,0.28,0.9779367919,2.909609878,2.971595818,168.6686635,506.3779731,168.4613067,196.8503894,35.54395928,0.5996915931,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,1,4_min,IMI_7,IMI,7,179.99,239.97,0.05760368664,15,2,0.28,0.9969192853,3.666143297,3.676771703,205.6811701,163.7636925,205.6419723,145.3254496,26.93703683,0.4544770716,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,1,5_min,IMI_7,IMI,7,239.97,298.97,0.04449648712,15,2,0.28,0.9636923077,3.238180719,3.354502854,181.8951111,827.7028886,181.587731,242.9408056,31.95829889,0.5391949451,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,2,General,DEL_7,DEL,7,0,299.98,0,15,2,0.28,0.97856649,2.302076302,2.348764851,690.5671868,705.6935622,689.4711575,244.5458171,44.61789812,0.7611446499,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,2,1_min,DEL_7,DEL,7,0,59.97,0,15,2,0.28,0.9706051873,2.401515664,2.469774921,144.0295094,1250.642115,143.7692615,243.7234032,29.71071289,0.5068403289,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,2,2_min,DEL_7,DEL,7,59.97,119.98,0,15,2,0.28,0.9884858952,2.581682579,2.609379677,155.0133997,300.8874065,154.872443,199.4864184,20.46456873,0.3491087132,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,2,3_min,DEL_7,DEL,7,119.98,179.99,0,15,2,0.28,0.9838802533,2.335281308,2.370231316,140.2185914,414.6101902,140.0229983,261.4199586,15.52578688,0.2648571564,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,2,4_min,DEL_7,DEL,7,179.99,239.97,0,15,2,0.28,0.9786866359,2.274268149,2.319711877,136.476529,525.8933806,136.2366649,252.3946552,18.88685586,0.3221942292,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,2,5_min,DEL_7,DEL,7,239.97,298.97,0,15,2,0.28,0.9736533958,1.914116261,1.962031315,113.0115308,1025.803057,112.7884848,257.7087573,32.45039372,0.5535770309,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,3,General,COM_7,COM,7,0,299.98,0,15,2,0.28,0.4317815165,0.4028948074,0.8377225282,120.8586933,30642.82182,108.5051787,214.4811173,28.56936497,0.5037488331,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,3,1_min,COM_7,COM,7,0,59.97,0,15,2,0.28,0,0.03325462257,nan,1.994426705,91231.47157,0,nan,0.427448169,0.007536972436,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,3,2_min,COM_7,COM,7,59.97,119.98,0,15,2,0.28,0.01266551526,0.0554203889,0.4041911675,3.327637164,52719.86019,0.3073803341,201.6212029,0.9730436806,0.01715717585,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,3,3_min,COM_7,COM,7,119.98,179.99,0,15,2,0.28,0.4248704663,0.3045397608,0.5397070249,18.28564985,6944.250961,13.7683219,273.8873342,8.318241682,0.1466712524,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,3,4_min,COM_7,COM,7,179.99,239.97,0,15,2,0.28,0.8646313364,0.8523184474,0.9605944642,51.14676708,1367.087873,49.8410692,180.1607284,18.62938382,0.3284822876,Modern,0.2,NA,NA,NA,NA,NA
REP_7.avi,3,5_min,COM_7,COM,7,239.97,298.97,0,15,2,0.28,0.8548009368,0.7681984258,0.8685623891,45.35528056,976.0089737,43.83494376,214.666521,19.7428668,0.3481157569,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,0,General,CTR_8,CTR,8,0,299.98,0,15,2,0.28,0.3491389208,0.4963907215,1.242471375,148.9086683,21392.11294,130.1310643,395.7639652,34.41710114,0.556324262,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,0,1_min,CTR_8,CTR,8,0,60,0,15,2,0.28,0.2083811711,0.2341434105,0.8087796723,14.04779821,31073.55948,10.11148686,376.9023703,5.411371214,0.08747038528,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,0,2_min,CTR_8,CTR,8,60,119.99,0,15,2,0.28,0.1485943775,0.1485395023,0.6632312797,8.916974427,43980.84788,5.916201186,366.8025689,3.859851393,0.06239133764,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,0,3_min,CTR_8,CTR,8,119.99,179.99,0,15,2,0.28,0.2340791738,0.2237206959,0.6521422939,13.43017644,20318.49239,9.163907556,532.0781767,2.550199245,0.04122188291,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,0,4_min,CTR_8,CTR,8,179.99,239.99,0,15,2,0.28,0.7733792312,1.478875521,1.86469989,88.7783721,2953.610326,86.57191154,353.9076882,27.54003412,0.445162104,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,0,5_min,CTR_8,CTR,8,239.99,298.98,0,15,2,0.28,0.3850641774,0.3994909748,0.8058887134,23.58283213,8651.966758,18.31880664,418.2962308,8.064670735,0.1303587997,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,1,General,DEL_8,DEL,8,0,299.98,0,15,2,0.28,0.9943742824,4.082497481,4.104535186,1224.678941,212.4502081,1224.362984,144.1873592,50.88973866,0.9179508831,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,1,1_min,DEL_8,DEL,8,0,60,0,15,2,0.28,0.9954075775,3.82027148,3.837080163,229.2031313,263.497727,229.1543655,187.0359779,35.55343336,0.6413140726,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,1,2_min,DEL_8,DEL,8,60,119.99,0,15,2,0.28,0.9896729776,3.677464248,3.713967338,220.7618455,266.6808192,220.6507201,173.426494,32.10375388,0.5790886336,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,1,3_min,DEL_8,DEL,8,119.99,179.99,0,15,2,0.28,0.9890992542,3.981298667,4.022926704,239.0013286,295.7447046,238.8677678,141.7192526,37.74473219,0.6808407974,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,1,4_min,DEL_8,DEL,8,179.99,239.99,0,15,2,0.28,0.9988525531,4.566002835,4.571133536,274.1017028,128.4028649,274.0948333,116.960127,35.41243677,0.6387707711,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,1,5_min,DEL_8,DEL,8,239.99,298.98,0,15,2,0.28,0.9988331389,4.396409232,4.40128005,259.5297201,103.4123668,259.5140846,97.72211714,29.7056972,0.5358324035,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,2,General,IMI_8,IMI,8,0,299.98,0,15,2,0.28,0.8315729047,1.419034925,1.673077165,425.6860408,2310.214827,417.3617327,312.0007685,33.85590126,0.5840391474,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,2,1_min,IMI_8,IMI,8,0,60,0,15,2,0.28,0.5631458094,0.4316333849,0.6436150465,25.8965165,6066.060523,21.74569866,389.3564121,8.667668021,0.1495236356,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,2,2_min,IMI_8,IMI,8,60,119.99,0,15,2,0.28,0.7865748709,0.9333801568,1.139285314,56.03174146,2320.335217,53.79576944,363.1720922,17.98514643,0.3102569772,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,2,3_min,IMI_8,IMI,8,119.99,179.99,0,15,2,0.28,0.9024670109,1.823450983,2.00315603,109.4635806,1305.262622,108.52297,267.6254742,19.89723856,0.3432419701,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,2,4_min,IMI_8,IMI,8,179.99,239.99,0,15,2,0.28,0.9575444636,2.130012143,2.216150628,127.8667527,815.854671,127.3895436,272.3402661,27.19450887,0.4691252391,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,2,5_min,IMI_8,IMI,8,239.99,298.98,0,15,2,0.28,0.946907818,1.762988162,1.85241396,104.0730742,1055.67043,103.5463357,305.6955202,22.16823112,0.3824182586,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,3,General,COM_8,COM,8,0,299.98,0,15,2,0.28,0.9498277842,3.016451039,3.168314973,904.8833668,927.879361,902.7542543,210.9870077,47.90373176,0.8542650143,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,3,1_min,COM_8,COM,8,0,60,0,15,2,0.28,0.9173363949,1.935027562,2.094661701,116.0949892,1243.05409,115.2839469,288.6248215,26.91363028,0.4799495135,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,3,2_min,COM_8,COM,8,60,119.99,0,15,2,0.28,0.8703384968,2.037805378,2.323960046,122.3314887,2370.129728,121.4206092,305.8347494,22.32316018,0.3980878743,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,3,3_min,COM_8,COM,8,119.99,179.99,0,15,2,0.28,0.9690189329,3.032576003,3.123860165,182.0485611,662.0779109,181.7186092,194.6506091,30.60629204,0.5458005784,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,3,4_min,COM_8,COM,8,179.99,239.99,0,15,2,0.28,0.9942627653,3.819261335,3.840345062,229.274066,240.3432225,229.2170826,164.9035814,33.60455951,0.5992685424,Modern,0.2,NA,NA,NA,NA,NA
REP_8.avi,3,5_min,COM_8,COM,8,239.99,298.98,0,15,2,0.28,0.9982497083,4.289208308,4.296385111,253.2014134,119.0087341,253.1811581,115.2247369,30.42851372,0.542630266,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,0,General,DEL_9,DEL,9,0,299.99,0,15,2,0.28,0.9964644161,4.562800537,4.578287319,1368.777717,156.8127814,1368.567685,116.3091204,40.39580251,0.6598843825,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,0,1_min,DEL_9,DEL,9,0,59.98,0,15,2,0.28,0.9960068454,4.801904373,4.820414971,288.0025443,151.0207647,287.9582776,104.82351,21.26763628,0.3474168146,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,0,2_min,DEL_9,DEL,9,59.98,119.99,0,15,2,0.28,0.9971509972,4.484479397,4.496724636,269.2712927,171.4279583,269.2373106,138.5156459,33.36324913,0.5450043243,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,0,3_min,DEL_9,DEL,9,119.99,180,0,15,2,0.28,0.9948717949,4.849074358,4.872914516,291.1634562,166.131683,291.0944555,104.1544661,25.05113774,0.4092220857,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,0,4_min,DEL_9,DEL,9,180,239.98,0,15,2,0.28,0.9965792474,4.45383557,4.468395739,267.2788966,159.9433385,267.2353823,123.5642371,23.58154084,0.385215531,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,0,5_min,DEL_9,DEL,9,239.98,298.99,0,15,2,0.28,0.9976825029,4.234685685,4.244195321,250.0707367,133.8167877,250.0514692,108.3910414,24.25921616,0.3962856753,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,1,General,IMI_9,IMI,9,0,299.99,0.0575892348,15,2,0.28,0.9780835261,3.084160865,3.149625437,866.6420275,503.983733,865.6405204,159.4945324,37.94981814,0.6334452703,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,1,1_min,IMI_9,IMI,9,0,59.98,0.04789053592,15,2,0.28,0.9969843185,4.031317974,4.042769249,228.6822636,141.1349207,228.6402617,113.7449367,24.0117755,0.4007962717,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,1,2_min,IMI_9,IMI,9,59.98,119.99,0.04729344729,15,2,0.28,0.9945848375,3.814484936,3.834072174,216.9041318,157.4960882,216.8373239,120.1490461,24.97367321,0.4168519363,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,1,3_min,IMI_9,IMI,9,119.99,180,0.04786324786,15,2,0.28,0.9909747292,2.484565949,2.505627003,141.2805736,376.1940912,141.1922702,187.1054185,15.03313476,0.2509278983,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,1,4_min,IMI_9,IMI,9,180,239.98,0.04104903079,15,2,0.28,0.9892408846,2.697334328,2.724666688,154.3944276,232.5406363,154.2809419,150.2530599,15.50460953,0.2587975926,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,1,5_min,IMI_9,IMI,9,239.98,298.99,0.1054461182,15,2,0.28,0.9132420091,2.319701424,2.525648871,121.6676571,1714.785036,120.976749,240.958719,23.77436622,0.3968335178,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,2,General,CTR_9,CTR,9,0,299.99,0.1046869654,15,2,0.28,0.9955998447,5.036652789,5.058102844,1331.538802,171.7727594,1331.325618,120.0245469,44.02381761,0.7941031595,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,2,1_min,CTR_9,CTR,9,0,59.98,0.09236031927,15,2,0.28,0.9987285442,4.500137446,4.505634825,242.1895512,118.749388,242.1771011,108.5950125,20.34252029,0.3669390914,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,2,2_min,CTR_9,CTR,9,59.98,119.99,0.1219373219,15,2,0.28,1,5.447078886,5.447078886,282.7158434,107.1477543,282.7158434,107.1477543,34.41487194,0.6207766619,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,2,3_min,CTR_9,CTR,9,119.99,180,0.07806267806,15,2,0.28,0.9968632371,5.44639491,5.463086191,297.0286536,145.47557,297.0043779,88.2746433,33.26126345,0.5999678318,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,2,4_min,CTR_9,CTR,9,180,239.98,0.09350057013,15,2,0.28,0.9942602041,5.179485878,5.208149513,277.8648507,172.6894154,277.7988604,99.3501907,27.59799319,0.4978135649,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,2,5_min,CTR_9,CTR,9,239.98,298.99,0.1326767092,15,2,0.28,0.987696514,4.585290827,4.640174215,229.5155495,325.1652015,229.4050821,204.0907105,24.20237169,0.4365632257,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,3,General,COM_9,COM,9,0,299.99,0,15,2,0.28,0.9941833942,4.880066128,4.907503954,1463.953052,185.0615637,1463.62091,108.7795781,49.96295078,0.8714823131,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,3,1_min,COM_9,COM,9,0,59.98,0,15,2,0.28,0.9925841415,4.757471786,4.791520992,285.3376228,219.184063,285.2486152,116.0926993,37.60707939,0.65596415,Modern,0.2,NA,NA,NA,NA,NA
REP_9.avi,3,2_min,COM_9,COM,9,59.98,119.99,0,15,2,0.28,0.9925925926,4.214964162,4.244996481,253.0882067,230.1886349,253.0034169,132.9696531,29.71740047,0.5183478658,Modern,0.2,NA,NA,NA,NA,NA
